forename,forename2,cumprop,sex
elisabeth,elizabeth,0.342857143,female
elisabeth,eliza,0.371428571,female
elisabeth,eliz,0.4,female
elisabeth,elize,0.428571429,female
elisabeth,elissa,0.457142857,female
elisabeth,elisha,0.485714286,female
elisabeth,elise,0.514285714,female
elisabeth,elisabetta,0.542857143,female
elisabeth,elisa,0.571428571,female
elisabeth,bettye,0.6,female
elisabeth,betty,0.628571429,female
elisabeth,lisbeth,0.657142857,female
elisabeth,bettina,0.685714286,female
elisabeth,bettie,0.714285714,female
elisabeth,lizzy,0.742857143,female
elisabeth,bette,0.771428571,female
elisabeth,bett,0.8,female
elisabeth,betsy,0.828571429,female
elisabeth,betsey,0.857142857,female
elisabeth,bet,0.885714286,female
elisabeth,bessy,0.914285714,female
elisabeth,bessie,0.942857143,female
elisabeth,bess,0.971428571,female
elisabeth,babette,1,female
elisabetta,lyssa,0.028571429,female
elisabetta,lizzie,0.057142857,female
elisabetta,lizbeth,0.085714286,female
elisabetta,lizabeth,0.114285714,female
elisabetta,liza,0.142857143,female
elisabetta,liz,0.171428571,female
elisabetta,lissa,0.2,female
elisabetta,lisette,0.228571429,female
elisabetta,lisa,0.257142857,female
elisabetta,libby,0.285714286,female
elisabetta,elspeth,0.314285714,female
elisabetta,elizabeth,0.342857143,female
elisabetta,eliza,0.371428571,female
elisabetta,eliz,0.4,female
elisabetta,elize,0.428571429,female
elisabetta,elissa,0.457142857,female
elisabetta,elisha,0.485714286,female
elisabetta,elise,0.514285714,female
elisabetta,elisabeth,0.542857143,female
elisabetta,elisa,0.571428571,female
elisabetta,bettye,0.6,female
elisabetta,betty,0.628571429,female
elisabetta,lisbeth,0.657142857,female
elisabetta,bettina,0.685714286,female
elisabetta,bettie,0.714285714,female
elisabetta,lizzy,0.742857143,female
elisabetta,bette,0.771428571,female
elisabetta,bett,0.8,female
elisabetta,betsy,0.828571429,female
elisabetta,betsey,0.857142857,female
elisabetta,bet,0.885714286,female
elisabetta,bessy,0.914285714,female
elisabetta,bessie,0.942857143,female
elisabetta,bess,0.971428571,female
elisabetta,babette,1,female
elise,lyssa,0.028571429,female
elise,lizzie,0.057142857,female
elise,lizbeth,0.085714286,female
elise,lizabeth,0.114285714,female
elise,liza,0.142857143,female
elise,liz,0.171428571,female
elise,lissa,0.2,female
elise,lisette,0.228571429,female
elise,lisa,0.257142857,female
elise,libby,0.285714286,female
elise,elspeth,0.314285714,female
elise,elizabeth,0.342857143,female
elise,eliza,0.371428571,female
elise,eliz,0.4,female
elise,elize,0.428571429,female
elise,elissa,0.457142857,female
elise,elisha,0.485714286,female
elise,elisabetta,0.514285714,female
elise,elisabeth,0.542857143,female
elise,elisa,0.571428571,female
elise,bettye,0.6,female
elise,betty,0.628571429,female
elise,lisbeth,0.657142857,female
elise,bettina,0.685714286,female
elise,bettie,0.714285714,female
elise,lizzy,0.742857143,female
elise,bette,0.771428571,female
elise,bett,0.8,female
elise,betsy,0.828571429,female
elise,betsey,0.857142857,female
elise,bet,0.885714286,female
elise,bessy,0.914285714,female
elise,bessie,0.942857143,female
elise,bess,0.971428571,female
elise,babette,1,female
elisha,lyssa,0.028571429,female
elisha,lizzie,0.057142857,female
elisha,lizbeth,0.085714286,female
elisha,lizabeth,0.114285714,female
elisha,liza,0.142857143,female
elisha,liz,0.171428571,female
elisha,lissa,0.2,female
elisha,lisette,0.228571429,female
elisha,lisa,0.257142857,female
elisha,libby,0.285714286,female
elisha,elspeth,0.314285714,female
elisha,elizabeth,0.342857143,female
elisha,eliza,0.371428571,female
elisha,eliz,0.4,female
elisha,elize,0.428571429,female
elisha,elissa,0.457142857,female
elisha,elise,0.485714286,female
elisha,elisabetta,0.514285714,female
elisha,elisabeth,0.542857143,female
elisha,elisa,0.571428571,female
elisha,bettye,0.6,female
elisha,betty,0.628571429,female
elisha,lisbeth,0.657142857,female
elisha,bettina,0.685714286,female
elisha,bettie,0.714285714,female
elisha,lizzy,0.742857143,female
elisha,bette,0.771428571,female
elisha,bett,0.8,female
elisha,betsy,0.828571429,female
elisha,betsey,0.857142857,female
elisha,bet,0.885714286,female
elisha,bessy,0.914285714,female
elisha,bessie,0.942857143,female
elisha,bess,0.971428571,female
elisha,babette,1,female
elissa,lyssa,0.028571429,female
elissa,lizzie,0.057142857,female
elissa,lizbeth,0.085714286,female
elissa,lizabeth,0.114285714,female
elissa,liza,0.142857143,female
elissa,liz,0.171428571,female
elissa,lissa,0.2,female
elissa,lisette,0.228571429,female
elissa,lisa,0.257142857,female
elissa,libby,0.285714286,female
elissa,elspeth,0.314285714,female
elissa,elizabeth,0.342857143,female
elissa,eliza,0.371428571,female
elissa,eliz,0.4,female
elissa,elize,0.428571429,female
elissa,elisha,0.457142857,female
elissa,elise,0.485714286,female
elissa,elisabetta,0.514285714,female
elissa,elisabeth,0.542857143,female
elissa,elisa,0.571428571,female
elissa,bettye,0.6,female
elissa,betty,0.628571429,female
elissa,lisbeth,0.657142857,female
elissa,bettina,0.685714286,female
elissa,bettie,0.714285714,female
elissa,lizzy,0.742857143,female
elissa,bette,0.771428571,female
elissa,bett,0.8,female
elissa,betsy,0.828571429,female
elissa,betsey,0.857142857,female
elissa,bet,0.885714286,female
elissa,bessy,0.914285714,female
elissa,bessie,0.942857143,female
elissa,bess,0.971428571,female
elissa,babette,1,female
eliz,lyssa,0.028571429,female
eliz,lizzie,0.057142857,female
eliz,lizbeth,0.085714286,female
eliz,lizabeth,0.114285714,female
eliz,liza,0.142857143,female
eliz,liz,0.171428571,female
eliz,lissa,0.2,female
eliz,lisette,0.228571429,female
eliz,lisa,0.257142857,female
eliz,libby,0.285714286,female
eliz,elspeth,0.314285714,female
eliz,elizabeth,0.342857143,female
eliz,eliza,0.371428571,female
eliz,elize,0.4,female
eliz,elissa,0.428571429,female
eliz,elisha,0.457142857,female
eliz,elise,0.485714286,female
eliz,elisabetta,0.514285714,female
eliz,elisabeth,0.542857143,female
eliz,elisa,0.571428571,female
eliz,bettye,0.6,female
eliz,betty,0.628571429,female
eliz,lisbeth,0.657142857,female
eliz,bettina,0.685714286,female
eliz,bettie,0.714285714,female
eliz,lizzy,0.742857143,female
eliz,bette,0.771428571,female
eliz,bett,0.8,female
eliz,betsy,0.828571429,female
eliz,betsey,0.857142857,female
eliz,bet,0.885714286,female
eliz,bessy,0.914285714,female
eliz,bessie,0.942857143,female
eliz,bess,0.971428571,female
eliz,babette,1,female
eliza,lyssa,0.028571429,female
eliza,lizzie,0.057142857,female
eliza,lizbeth,0.085714286,female
eliza,lizabeth,0.114285714,female
eliza,liza,0.142857143,female
eliza,liz,0.171428571,female
eliza,lissa,0.2,female
eliza,lisette,0.228571429,female
eliza,lisa,0.257142857,female
eliza,libby,0.285714286,female
eliza,elspeth,0.314285714,female
eliza,elizabeth,0.342857143,female
eliza,eliz,0.371428571,female
eliza,elize,0.4,female
eliza,elissa,0.428571429,female
eliza,elisha,0.457142857,female
eliza,elise,0.485714286,female
eliza,elisabetta,0.514285714,female
eliza,elisabeth,0.542857143,female
eliza,elisa,0.571428571,female
eliza,bettye,0.6,female
eliza,betty,0.628571429,female
eliza,lisbeth,0.657142857,female
eliza,bettina,0.685714286,female
eliza,bettie,0.714285714,female
eliza,lizzy,0.742857143,female
eliza,bette,0.771428571,female
eliza,bett,0.8,female
eliza,betsy,0.828571429,female
eliza,betsey,0.857142857,female
eliza,bet,0.885714286,female
eliza,bessy,0.914285714,female
eliza,bessie,0.942857143,female
eliza,bess,0.971428571,female
eliza,babette,1,female
elizabeth,lyssa,0.028571429,female
elizabeth,lizzie,0.057142857,female
elizabeth,lizbeth,0.085714286,female
elizabeth,lizabeth,0.114285714,female
elizabeth,liza,0.142857143,female
elizabeth,liz,0.171428571,female
elizabeth,lissa,0.2,female
elizabeth,lisette,0.228571429,female
elizabeth,lisa,0.257142857,female
elizabeth,libby,0.285714286,female
elizabeth,elspeth,0.314285714,female
elizabeth,eliza,0.342857143,female
elizabeth,eliz,0.371428571,female
elizabeth,elize,0.4,female
elizabeth,elissa,0.428571429,female
elizabeth,elisha,0.457142857,female
elizabeth,elise,0.485714286,female
elizabeth,elisabetta,0.514285714,female
elizabeth,elisabeth,0.542857143,female
elizabeth,elisa,0.571428571,female
elizabeth,bettye,0.6,female
elizabeth,betty,0.628571429,female
elizabeth,lisbeth,0.657142857,female
elizabeth,bettina,0.685714286,female
elizabeth,bettie,0.714285714,female
elizabeth,lizzy,0.742857143,female
elizabeth,bette,0.771428571,female
elizabeth,bett,0.8,female
elizabeth,betsy,0.828571429,female
elizabeth,betsey,0.857142857,female
elizabeth,bet,0.885714286,female
elizabeth,bessy,0.914285714,female
elizabeth,bessie,0.942857143,female
elizabeth,bess,0.971428571,female
elizabeth,babette,1,female
elize,lyssa,0.028571429,female
elize,lizzie,0.057142857,female
elize,lizbeth,0.085714286,female
elize,lizabeth,0.114285714,female
elize,liza,0.142857143,female
elize,liz,0.171428571,female
elize,lissa,0.2,female
elize,lisette,0.228571429,female
elize,lisa,0.257142857,female
elize,libby,0.285714286,female
elize,elspeth,0.314285714,female
elize,elizabeth,0.342857143,female
elize,eliza,0.371428571,female
elize,eliz,0.4,female
elize,elissa,0.428571429,female
elize,elisha,0.457142857,female
elize,elise,0.485714286,female
elize,elisabetta,0.514285714,female
elize,elisabeth,0.542857143,female
elize,elisa,0.571428571,female
elize,bettye,0.6,female
elize,betty,0.628571429,female
elize,lisbeth,0.657142857,female
elize,bettina,0.685714286,female
elize,bettie,0.714285714,female
elize,lizzy,0.742857143,female
elize,bette,0.771428571,female
elize,bett,0.8,female
elize,betsy,0.828571429,female
elize,betsey,0.857142857,female
elize,bet,0.885714286,female
elize,bessy,0.914285714,female
elize,bessie,0.942857143,female
elize,bess,0.971428571,female
elize,babette,1,female
ella,nell,0.111111111,female
ella,elzie,0.222222222,female
ella,elsie,0.333333333,female
ella,elsa,0.444444444,female
ella,elly,0.555555556,female
ella,ellie,0.666666667,female
ella,elli,0.777777778,female
ella,ellen,0.888888889,female
ella,elle,1,female
elle,nell,0.111111111,female
elle,elzie,0.222222222,female
elle,elsie,0.333333333,female
elle,elsa,0.444444444,female
elle,elly,0.555555556,female
elle,ellie,0.666666667,female
elle,elli,0.777777778,female
elle,ellen,0.888888889,female
elle,ella,1,female
ellen,nell,0.111111111,female
ellen,elzie,0.222222222,female
ellen,elsie,0.333333333,female
ellen,elsa,0.444444444,female
ellen,elly,0.555555556,female
ellen,ellie,0.666666667,female
ellen,elli,0.777777778,female
ellen,elle,0.888888889,female
ellen,ella,1,female
elli,nell,0.111111111,female
elli,elzie,0.222222222,female
elli,elsie,0.333333333,female
elli,elsa,0.444444444,female
elli,elly,0.555555556,female
elli,ellie,0.666666667,female
elli,ellen,0.777777778,female
elli,elle,0.888888889,female
elli,ella,1,female
ellie,nell,0.111111111,female
ellie,elzie,0.222222222,female
ellie,elsie,0.333333333,female
ellie,elsa,0.444444444,female
ellie,elly,0.555555556,female
ellie,elli,0.666666667,female
ellie,ellen,0.777777778,female
ellie,elle,0.888888889,female
ellie,ella,1,female
ellouise,eloise,1,female
elly,nell,0.111111111,female
elly,elzie,0.222222222,female
elly,elsie,0.333333333,female
elly,elsa,0.444444444,female
elly,ellie,0.555555556,female
elly,elli,0.666666667,female
elly,ellen,0.777777778,female
elly,elle,0.888888889,female
elly,ella,1,female
eloise,ellouise,1,female
elsa,nell,0.111111111,female
elsa,elzie,0.222222222,female
elsa,elsie,0.333333333,female
elsa,elly,0.444444444,female
elsa,ellie,0.555555556,female
elsa,elli,0.666666667,female
elsa,ellen,0.777777778,female
elsa,elle,0.888888889,female
elsa,ella,1,female
elsie,nell,0.111111111,female
elsie,elzie,0.222222222,female
elsie,elsa,0.333333333,female
elsie,elly,0.444444444,female
elsie,ellie,0.555555556,female
elsie,elli,0.666666667,female
elsie,ellen,0.777777778,female
elsie,elle,0.888888889,female
elsie,ella,1,female
elspeth,lyssa,0.028571429,female
elspeth,lizzie,0.057142857,female
elspeth,lizbeth,0.085714286,female
elspeth,lizabeth,0.114285714,female
elspeth,liza,0.142857143,female
elspeth,liz,0.171428571,female
elspeth,lissa,0.2,female
elspeth,lisette,0.228571429,female
elspeth,lisa,0.257142857,female
elspeth,libby,0.285714286,female
elspeth,elizabeth,0.314285714,female
elspeth,eliza,0.342857143,female
elspeth,eliz,0.371428571,female
elspeth,elize,0.4,female
elspeth,elissa,0.428571429,female
elspeth,elisha,0.457142857,female
elspeth,elise,0.485714286,female
elspeth,elisabetta,0.514285714,female
elspeth,elisabeth,0.542857143,female
elspeth,elisa,0.571428571,female
elspeth,bettye,0.6,female
elspeth,betty,0.628571429,female
elspeth,lisbeth,0.657142857,female
elspeth,bettina,0.685714286,female
elspeth,bettie,0.714285714,female
elspeth,lizzy,0.742857143,female
elspeth,bette,0.771428571,female
elspeth,bett,0.8,female
elspeth,betsy,0.828571429,female
elspeth,betsey,0.857142857,female
elspeth,bet,0.885714286,female
elspeth,bessy,0.914285714,female
elspeth,bessie,0.942857143,female
elspeth,bess,0.971428571,female
elspeth,babette,1,female
elzie,nell,0.111111111,female
elzie,elsie,0.222222222,female
elzie,elsa,0.333333333,female
elzie,elly,0.444444444,female
elzie,ellie,0.555555556,female
elzie,elli,0.666666667,female
elzie,ellen,0.777777778,female
elzie,elle,0.888888889,female
elzie,ella,1,female
em,emmie,0.111111111,female
em,emmeline,0.222222222,female
em,emma,0.333333333,female
em,emily,0.444444444,female
em,emilie,0.555555556,female
em,emilia,0.666666667,female
em,emeline,0.777777778,female
em,emelie,0.888888889,female
em,ema,1,female
ema,emmie,0.111111111,female
ema,emmeline,0.222222222,female
ema,emma,0.333333333,female
ema,emily,0.444444444,female
ema,emilie,0.555555556,female
ema,emilia,0.666666667,female
ema,emeline,0.777777778,female
ema,emelie,0.888888889,female
ema,em,1,female
emelie,emmie,0.111111111,female
emelie,emmeline,0.222222222,female
emelie,emma,0.333333333,female
emelie,emily,0.444444444,female
emelie,emilie,0.555555556,female
emelie,emilia,0.666666667,female
emelie,emeline,0.777777778,female
emelie,ema,0.888888889,female
emelie,em,1,female
emeline,emmie,0.111111111,female
emeline,emmeline,0.222222222,female
emeline,emma,0.333333333,female
emeline,emily,0.444444444,female
emeline,emilie,0.555555556,female
emeline,emilia,0.666666667,female
emeline,emelie,0.777777778,female
emeline,ema,0.888888889,female
emeline,em,1,female
emerson,emmerson,1,female
emilia,emmie,0.111111111,female
emilia,emmeline,0.222222222,female
emilia,emma,0.333333333,female
emilia,emily,0.444444444,female
emilia,emilie,0.555555556,female
emilia,emeline,0.666666667,female
emilia,emelie,0.777777778,female
emilia,ema,0.888888889,female
emilia,em,1,female
emilie,emmie,0.111111111,female
emilie,emmeline,0.222222222,female
emilie,emma,0.333333333,female
emilie,emily,0.444444444,female
emilie,emilia,0.555555556,female
emilie,emeline,0.666666667,female
emilie,emelie,0.777777778,female
emilie,ema,0.888888889,female
emilie,em,1,female
emily,emmie,0.111111111,female
emily,emmeline,0.222222222,female
emily,emma,0.333333333,female
emily,emilie,0.444444444,female
emily,emilia,0.555555556,female
emily,emeline,0.666666667,female
emily,emelie,0.777777778,female
emily,ema,0.888888889,female
emily,em,1,female
emma,emmie,0.111111111,female
emma,emmeline,0.222222222,female
emma,emily,0.333333333,female
emma,emilie,0.444444444,female
emma,emilia,0.555555556,female
emma,emeline,0.666666667,female
emma,emelie,0.777777778,female
emma,ema,0.888888889,female
emma,em,1,female
emmeline,emmie,0.111111111,female
emmeline,emma,0.222222222,female
emmeline,emily,0.333333333,female
emmeline,emilie,0.444444444,female
emmeline,emilia,0.555555556,female
emmeline,emeline,0.666666667,female
